uid,gender
110959,0
125894,0
11308,0
108868,0
52407,1
24758,2
4247,0
7676,0
79878,0
34363,0
104668,0
91567,0
45196,0
119452,0
44988,0
39320,1
1707,0
89968,0
88904,0
95443,0
50445,0
116790,1
50514,2
123696,0
33937,0
55276,1
9648,0
70466,1
26402,0
11801,2
59517,0
67785,0
89923,0
76139,0
29718,2
63813,1
17600,1
7400,0
20707,0
80264,0
82437,0
97911,0
24678,2
68102,0
77906,0
122652,0
66196,0
117555,0
131543,0
62540,1
6601,1
30651,1
53533,0
93530,0
68430,0
19851,0
22984,0
64111,0
118967,0
51293,0
96950,0
6733,2
54221,0
5761,0
32012,0
33141,0
125467,1
9261,1
17603,1
59505,0
106907,0
70752,0
107089,0
6654,1
34618,1
102005,0
109413,1
115182,0
92273,0
86513,2
12547,0
19443,0
60308,0
50558,1
123521,0
89576,2
97406,0
104809,1
28248,0
120673,0
19037,0
755,1
75179,0
70319,2
69791,1
93047,0
67771,0
75260,0
4090,0
26051,1
108092,1
37145,1
31576,1
12742,0
28992,0
15727,0
106751,1
79212,0
65761,0
57458,0
117568,0
10735,0
17399,0
55715,0
54043,2
69042,2
128715,0
63016,0
109019,0
81728,0
43857,0
111609,1
55791,0
83820,0
84791,2
100805,1
100033,0
8122,0
69310,0
32492,0
63692,0
24922,0
96956,0
61600,1
7266,0
114882,0
39748,0
51507,0
121558,2
25480,0
112040,0
19108,1
131868,0
94881,2
101511,1
31633,0
100921,0
19987,0
63265,0
1596,0
74531,0
54606,0
46237,0
47349,0
101608,0
26906,0
119464,0
7121,2
26630,0
79534,1
89769,0
80642,0
117028,0
25451,1
112037,1
11939,0
78892,0
2967,0
58808,2
124372,0
109141,2
37724,1
48499,2
65717,0
60699,0
92085,0
55185,1
80608,0
11108,0
126966,0
49262,0
69428,1
56682,0
11814,0
95934,0
63453,1
108517,0
14283,0
85687,0
40041,0
91989,2
63467,0
102498,0
29638,0
69718,0
20610,0
115336,0
89543,0
126802,2
38037,0
19000,0
43808,1
65057,0
102891,0
79411,0
84856,0
94877,0
17493,0
60772,0
47925,0
5567,1
56751,2
4133,0
72252,1
107084,0
106866,0
8968,1
19516,0
75201,0
110459,1
93618,0
73221,1
48866,0
107598,0
55819,0
117292,1
20857,2
86354,1
37712,1
94912,1
6780,0
88108,1
123081,1
19616,0
14248,1
12227,0
112557,2
7871,0
15592,0
118776,0
131515,1
62924,1
101513,0
71983,2
87014,1
114024,0
109211,0
107792,0
19478,2
92032,2
33455,0
119877,1
110303,0
36214,1
55077,0
38700,1
83034,0
14535,0
5026,2
65171,2
28450,2
75608,0
79113,0
108043,0
17409,2
86519,0
15514,2
98285,0
36360,1
86018,0
91318,0
11914,1
107280,0
20522,0
127017,0
107212,0
117898,1
9909,2
81090,0
101970,2
128638,0
81111,2
5108,0
5861,0
46825,0
59472,1
19749,0
7826,0
38220,2
28736,1
37999,2
54517,0
113883,0
68998,0
119605,0
42702,2
72056,0
128076,0
81868,2
113843,0
63744,0
130489,1
28655,0
71702,1
47177,2
96978,0
67472,0
43002,1
98307,0
8823,0
6784,0
76752,0
32259,0
57533,2
12261,0
104382,0
65741,1
122050,0
84200,1
19281,0
48802,1
90652,2
122007,0
27730,0
4496,0
17452,2
99673,1
43330,0
102335,0
123875,1
59034,0
20355,0
114239,2
80139,0
95290,0
128616,1
89586,0
95873,1
107363,2
93382,0
18068,0
65179,0
16848,2
21289,0
71964,0
46082,0
124392,1
56164,0
48419,0
99072,0
71395,0
67645,0
8401,0
124145,0
83492,1
33156,0
9025,0
52349,1
3127,1
105818,0
42210,1
44383,0
29418,1
15383,0
102212,1
90312,0
27122,0
555,0
124900,1
94320,1
91981,1
91048,0
20329,2
97156,1
16991,0
52216,0
112442,1
19083,0
130591,0
59496,0
38158,0
98117,2
6978,0
117078,1
53060,0
74515,0
62650,0
102631,0
8792,0
10395,0
6049,1
52945,0
110969,0
122138,0
33202,0
57705,0
111738,0
34854,1
43240,0
11690,0
15599,0
87100,0
119829,0
113874,0
86697,0
58104,0
26456,0
62516,0
30771,0
52814,2
3048,1
83187,0
27117,0
106367,0
113409,0
127590,2
37264,0
24828,0
71814,0
102370,0
23053,0
84371,0
109158,1
33919,1
19444,2
86222,0
37459,1
69397,2
61850,0
22042,0
104430,0
48415,1
20776,0
20308,0
91617,0
47501,0
118901,0
100719,0
72549,2
108235,1
102133,0
120478,0
61210,0
76698,0
96352,0
124000,1
43703,1
76184,1
108962,0
96064,1
70430,0
56285,1
124618,0
71371,0
51,0
47746,1
45776,1
11829,0
74534,0
76116,0
95906,0
53813,1
55130,1
52891,0
80242,0
28976,0
98201,0
27997,0
15312,0
64868,0
79968,1
88847,0
92112,0
14873,0
2519,2
118555,0
60891,0
116385,1
63865,0
9637,0
54392,2
26466,1
47064,0
46429,1
116590,2
5277,0
32862,0
30035,0
94608,0
46618,0
28603,0
83456,0
68484,1
88629,0
101631,0
79033,0
116384,0
28492,0
65742,0
67117,0
110817,0
85014,1
126723,0
3531,1
67052,0
77955,1
3936,0
26803,0
37132,0
70181,0
44593,0
79716,0
88767,0
109510,1
45192,1
52173,0
86777,2
43494,2
51165,1
59053,0
47431,1
12588,0
85708,0
51709,0
95393,0
72759,0
101884,0
34224,2
108470,0
80143,0
86671,0
86687,0
97617,0
36179,1
121680,0
109001,0
104542,1
61900,2
55606,0
99275,0
77040,2
64144,0
8887,0
118582,1
22203,0
16593,0
49104,0
23664,0
97350,0
119987,2
59603,0
121986,0
115373,1
113338,0
86929,1
17929,0
13048,0
28263,0
3074,1
122523,0
119164,2
115184,0
45609,0
63472,0
41927,0
86288,0
95744,1
98554,0
61836,1
90461,0
49591,0
67750,0
41970,0
120317,0
129170,1
27172,1
88573,1
118996,1
6598,0
90521,1
65902,0
83709,1
39777,0
26710,0
31120,0
129509,0
122675,0
129219,1
64496,0
58283,1
21283,0
124232,0
41948,1
92334,1
47412,0
10057,2
34899,0
17107,2
15872,0
20577,0
90642,0
43053,0
5227,0
9143,0
6174,2
50918,0
91755,2
121461,0
46919,1
88083,0
13330,0
65967,0
31588,0
119863,1
30123,1
76927,2
78555,0
14653,0
31924,0
109315,0
3434,0
83415,0
73800,1
56730,0
28155,0
95965,2
80643,0
67965,0
79159,0
116525,0
13923,0
80196,0
109786,1
68435,0
76471,2
71896,0
60851,0
6719,2
122512,0
126157,1
25815,0
68499,1
54598,0
96408,0
49321,0
50101,0
29627,0
119371,0
108036,0
105558,0
107412,1
87292,0
90812,0
89043,1
125180,1
90760,1
125325,0
82558,0
108074,1
30965,0
46768,0
93282,0
61882,0
119025,0
55123,0
122298,0
67943,0
63502,0
21985,1
90852,2
43026,0
63479,0
84729,0
41348,1
9723,0
291,1
51847,0
74317,1
96702,0
73179,0
130991,1
79013,0
57376,2
15073,1
117571,0
108462,1
120612,0
76418,2
115820,1
93313,0
34837,1
37870,0
124082,0
131462,1
30828,0
51284,0
39865,2
25893,0
12541,0
62414,0
110075,1
77291,0
9938,0
33273,0
61815,0
101922,0
72272,0
60043,0
60152,0
128757,0
101556,0
7451,0
32058,1
79887,2
75142,0
75029,1
12912,0
6867,0
46302,0
36090,0
6834,0
46759,1
9421,2
97361,0
42829,0
55105,0
53485,0
44591,0
73319,1
27960,0
50171,0
91968,0
68656,0
65395,0
63554,0
18863,0
16436,0
87700,0
37036,0
55794,0
80907,1
74255,0
81348,0
69223,1
65118,0
73019,0
104231,0
61618,1
57063,2
123255,2
101919,2
112682,0
129890,0
111442,0
25944,0
124656,0
118492,0
99432,0
8810,0
82532,2
67482,1
111901,0
12829,0
74775,0
33409,2
83004,0
17958,1
47705,1
2258,0
124689,0
130495,0
127563,0
72338,2
101100,0
129482,0
16559,0
66396,0
58113,1
105504,0
10595,2
81665,0
5829,0
42288,0
71185,0
11123,2
37614,0
71220,2
77722,2
98240,0
69307,1
90019,1
21742,0
64197,0
99702,0
78334,0
36271,0
3464,0
46601,0
52827,0
19766,0
125816,1
74315,0
81033,0
41025,0
57626,0
96935,0
28224,0
72268,0
97130,2
114373,1
49553,0
44050,0
35054,0
54119,0
58447,1
127165,1
6643,0
2688,0
108550,0
68964,0
36219,0
81065,2
51683,0
72330,0
3851,0
121453,0
116432,0
63514,0
16055,0
131785,2
122162,2
10427,0
53602,1
57576,1
109425,0
76657,0
92610,0
70761,0
108733,0
118671,0
107827,0
81759,0
12822,0
62472,2
19900,2
109030,0
53001,0
82029,2
119788,0
61546,0
9998,0
96379,0
50846,0
6333,1
123627,0
18507,0
64841,0
100662,0
28163,0
19602,0
54882,0
125351,1
17614,1
124886,1
30219,0
99146,0
78436,2
113052,1
122894,2
72406,0
69719,0
17146,0
17291,2
87527,0
76138,0
119141,1
26371,1
90560,0
72271,0
20434,0
90794,1
3796,0
72619,1
53651,1
101281,1
59524,1
4756,0
73903,0
42494,2
103394,0
42901,0
95630,0
70388,1
33669,0
29453,0
59630,0
122123,0
76103,0
95460,0
95319,0
33951,0
125275,0
51443,0
62830,2
109618,2
120381,0
7514,0
42328,0
74682,0
60586,0
22563,2
24106,1
110337,1
16304,0
42896,0
74572,0
115906,2
93572,0
33865,0
123749,1
116654,0
11994,0
27525,0
729,0
61544,0
56768,1
110972,0
111642,0
72458,0
65480,2
10041,1
102719,0
28355,0
72119,2
11289,2
131335,0
122289,0
8628,0
4174,1
115940,1
31307,2
79139,1
93590,0
79817,0
119463,0
10781,0
79129,0
43020,0
103296,0
65402,1
18144,2
124593,0
98578,0
76038,0
9930,0
44702,0
24744,0
36963,0
2950,0
57159,0
116219,0
125455,0
87767,0
91343,0
12527,2
47532,0
35548,1
46769,0
21098,0
12348,1
58112,0
25625,0
101102,2
124222,1
13540,0
35434,1
23836,0
108574,0
19655,2
13154,0
15746,2
128911,0
37897,2
30673,0
67854,1
83451,2
37773,0
114556,0
47916,2
41492,0
84604,0
23370,1
88325,0
107428,1
21802,0
51595,0
114018,0
122542,0
97933,0
121790,0
92573,2
60406,0
127154,1
9053,1
56510,1
55494,0
15611,0
86465,0
3535,0
121982,0
120001,0
81658,0
26814,0
100967,0
90805,0
36446,0
81215,0
78160,0
75517,1
30640,1
57651,0
35092,0
18530,0
60082,0
15796,2
117097,0
24814,0
31876,0
59862,1
97298,1
29331,2
121270,0
131198,1
82627,0
26005,0
8091,0
85158,0
71367,0
125573,0
94996,1
65060,0
113690,0
21034,0
59730,2
7827,0
110828,2
21502,0
9156,0
107485,1
75516,0
125072,0
99348,1
72929,0
85404,1
25751,0
117674,0
65749,1
57554,0
99005,0
65514,0
14284,0
42222,0
4459,0
89308,0
60081,0
99239,0
9869,1
44652,1
28124,0
39692,0
22550,1
44567,1
115274,0
32060,1
84430,1
125857,0
92884,0
84028,0
109490,0
121920,0
77109,2
80082,0
123247,0
3836,1
68153,0
42008,0
126117,2
67363,2
30677,0
13903,0
16940,0
10223,0
52074,2
111000,0
72093,0
12745,0
113263,0
31278,0
109660,1
55377,1
109959,0
110974,0
115560,0
72684,0
44205,0
119797,0
6812,1
108701,1
84130,0
112323,1
73767,0
61025,0
56027,0
110930,0
115378,1
92918,0
129209,1
93709,0
44297,0
109933,0
24096,0
99234,0
17368,0
51642,1
7606,1
126301,1
34434,0
68951,0
76258,1
44683,0
125435,0
11791,1
69998,0
83973,2
94539,0
15135,2
2709,0
88988,0
55707,0
67596,1
13389,2
16414,0
117620,0
16382,0
50087,0
27613,0
70115,0
104859,0
117499,1
55461,0
43705,0
17127,0
18845,2
815,0
38302,2
26842,2
45584,0
115350,0
64656,0
28927,0
128220,1
66797,2
100753,2
4996,0
20986,0
123836,0
131212,2
84493,0
4031,2
34218,1
99982,0
7520,0
49798,1
86680,2
42619,0
5831,0
14190,2
63956,0
50940,0
64062,0
6471,2
115076,0
96341,2
129068,0
55352,0
27629,1
23598,1
57806,0
72099,0
7739,2
81723,0
41182,0
118070,1
126972,1
83014,0
17048,0
115747,1
18200,2
58925,1
33185,1
79232,0
9455,0
70476,0
22305,0
96867,0
115582,1
72443,0
26113,0
28017,1
36777,0
1715,0
118873,0
50705,0
65684,1
12321,0
62172,0
22340,0
80123,0
87664,0
53816,2
79054,1
119870,0
32678,0
14069,1
85641,2
36826,0
29589,0
725,0
124112,0
62901,0
103535,0
47416,0
63060,0
44525,2
23917,1
121895,1
23785,0
100783,0
40831,0
43406,2
14087,1
50075,0
118851,0
54646,1
113886,0
101656,0
107419,0
116176,0
19085,0
28943,2
2380,0
92098,0
109847,0
85937,0
104050,1
19486,0
34444,0
39977,0
16357,0
104517,0
105629,0
52263,0
46497,1
4054,1
47045,0
26666,0
47629,2
85147,0
57368,0
109329,0
91282,0
43001,0
116363,2
32098,0
96698,0
29663,0
86567,1
19308,1
61245,0
98863,0
8147,0
110282,1
106381,0
72777,0
131036,0
36735,2
116444,1
105455,0
45160,1
90230,0
39290,0
131307,1
47718,0
43421,0
125536,0
100161,1
50599,0
82574,0
34110,0
121038,0
58702,1
36728,0
95361,1
26400,0
21411,0
131044,1
76620,1
65459,0
124426,0
29979,0
104826,0
69664,1
1906,0
17528,0
101211,0
119773,0
110737,0
22936,1
16015,0
33601,1
125801,0
125863,1
87460,1
24426,0
22073,0
63199,0
33447,0
21160,0
114139,1
105272,0
30134,0
1309,1
91918,0
86833,1
77264,0
88793,1
111515,0
94769,0
31953,0
95377,1
54466,1
123813,0
115106,0
125932,0
103692,0
98140,0
117976,0
61772,1
63035,0
13332,0
115199,2
36493,1
33117,0
12667,0
47346,0
1527,0
117098,1
7746,0
109968,1
14267,0
55053,0
22170,0
127157,2
14831,1
12265,0
64618,1
87361,1
17946,0
18772,1
25554,0
91503,0
27986,1
24796,0
100829,2
74478,0
74616,0
97207,0
40646,0
7038,0
42832,0
57496,1
98795,0
35399,0
4686,0
8315,1
2848,0
75964,0
76501,0
73150,0
64408,2
21783,0
26338,1
101983,2
33484,0
11757,0
116524,0
90027,0
98283,0
96760,1
23430,0
79478,0
121966,1
119133,2
29751,0
119687,0
63387,0
3224,0
33536,0
97593,0
20273,0
127851,0
58249,0
100153,0
126209,0
46466,1
51636,0
126358,0
87927,0
114048,0
47084,0
70443,0
106010,0
12562,1
91380,1
9131,1
29175,0
121331,1
82265,1
10839,1
3269,2
43780,0
78450,0
45291,2
72398,0
10981,0
17381,0
58442,2
53194,1
27283,1
11793,0
115360,0
77483,0
80225,0
120572,1
111158,0
101117,0
76663,0
54977,2
50107,2
129139,2
37395,0
98920,0
28747,0
106518,1
123616,1
15775,0
82963,2
41968,0
64572,2
7398,0
107216,0
100383,2
367,0
3375,2
91877,0
69814,0
17102,2
81404,0
43398,1
60517,0
25633,0
39661,2
26295,0
60803,0
69900,0
103117,0
57329,0
131639,2
43621,2
10004,1
75564,2
69414,1
59064,0
19011,0
65532,0
85650,0
58144,1
31855,2
57176,0
106285,0
113699,1
22849,0
15406,0
17047,0
109202,0
117768,0
43071,0
3332,0
25231,0
45184,0
3319,0
22579,0
108954,0
80268,0
121313,2
26524,0
94380,2
120275,0
116405,0
8987,0
16975,0
58742,0
49174,0
14359,1
80769,2
90457,0
15774,0
62648,0
110328,0
112044,0
66589,0
18819,0
109720,0
81590,0
117001,0
33578,0
68471,0
34825,0
2606,0
72030,0
7221,0
104704,0
124395,0
25366,0
52237,0
40549,1
60309,0
56646,0
128857,0
24677,0
2809,0
21203,0
42809,0
97315,0
93747,0
34290,1
94706,0
121320,1
77782,0
343,0
86394,0
101838,1
112174,0
51477,0
24965,0
27447,0
30452,0
94836,1
51467,0
114873,0
44457,1
80975,0
22756,0
85601,2
95068,2
45581,0
117409,0
50360,0
64500,2
92047,0
123582,0
128488,0
76484,1
61360,0
49118,2
60277,0
42485,0
95542,2
81738,0
11155,0
28502,2
123821,1
62403,0
72728,2
97206,0
14568,0
118301,0
37864,1
5592,0
56215,0
13955,1
68660,0
19340,1
116587,0
57534,0
51295,0
75557,0
54123,0
96481,2
60977,2
74365,0
48734,0
116202,2
70983,1
45302,0
87163,0
109747,0
110846,0
58152,1
123340,0
40690,0
46303,1
85034,0
15206,2
122230,0
45565,0
5340,0
63882,0
108958,0
